orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
9347,Neola Schneider,Standard Class,50.97,3,0.0,13.2522,Consumer,Central,Indiana,Phones                                            ,Technology,4,2014-11-13,2014-11-17
9348,Allen Rosenblatt,Standard Class,84.95,5,0.0,22.087,Consumer,East,New York,Phones                                            ,Technology,5,2016-03-31,2016-04-05
9350,Hallie Redmond,First Class,71.76,6,0.0,20.0928,Home Office,East,New York,Phones                                            ,Technology,2,2014-10-12,2014-10-14
9351,Matt Collins,First Class,66.976,7,0.2,6.6976,Corporate,West,California,Phones                                            ,Technology,2,2015-12-19,2015-12-21
9352,Matt Collins,Standard Class,35.88,3,0.0,10.0464,Corporate,East,New York,Phones                                            ,Technology,6,2016-10-23,2016-10-29
9353,Sanjit Jacobs,Standard Class,38.272,4,0.2,3.8272,Home Office,Central,Illinois,Phones                                            ,Technology,6,2013-07-14,2013-07-20
9354,Anthony Witt,Standard Class,95.68,8,0.0,26.7904,Corporate,South,Georgia,Phones                                            ,Technology,4,2016-09-18,2016-09-22
9355,Jim Epp,Standard Class,19.136,2,0.2,1.9136,Consumer,Central,Texas,Phones                                            ,Technology,4,2015-05-10,2015-05-14
9356,Sean O'Donnell,Standard Class,57.408,6,0.2,5.7408,Corporate,West,Washington,Phones                                            ,Technology,5,2013-05-28,2013-06-02
9357,Sean O'Donnell,Standard Class,83.72,7,0.0,23.4416,Consumer,South,Kentucky,Phones                                            ,Technology,4,2014-10-13,2014-10-17
9358,Harold Dahlen,Standard Class,50.232,7,0.4,-10.0464,Consumer,East,Ohio,Phones                                            ,Technology,4,2013-11-02,2013-11-06
9359,Muhammed Yedwab,Standard Class,23.92,2,0.0,6.6976,Consumer,Central,Indiana,Phones                                            ,Technology,4,2014-03-05,2014-03-09
9360,Ed Braxton,Standard Class,287.97,3,0.0,77.7519,Corporate,South,Georgia,Phones                                            ,Technology,5,2014-04-20,2014-04-25
9361,Stuart Calhoun,First Class,230.376,3,0.2,20.1579,Corporate,West,Arizona,Phones                                            ,Technology,3,2013-10-02,2013-10-05
9362,Sylvia Foulston,Standard Class,153.584,2,0.2,13.4386,Consumer,Central,Illinois,Phones                                            ,Technology,7,2014-07-20,2014-07-27
9363,Sylvia Foulston,Second Class,191.98,2,0.0,51.8346,Consumer,South,Kentucky,Phones                                            ,Technology,5,2016-06-16,2016-06-21
9365,Thea Hendricks,First Class,153.584,2,0.2,13.4386,Corporate,Central,Texas,Phones                                            ,Technology,2,2016-08-11,2016-08-13
9366,Ionia McGrath,Standard Class,479.95,5,0.0,129.5865,Consumer,East,Delaware,Phones                                            ,Technology,5,2015-03-04,2015-03-09
9367,Guy Armstrong,Standard Class,287.97,3,0.0,77.7519,Consumer,South,Georgia,Phones                                            ,Technology,4,2016-07-03,2016-07-07
9368,Aaron Smayling,Standard Class,537.544,7,0.2,47.0351,Consumer,Central,Texas,Phones                                            ,Technology,6,2016-03-18,2016-03-24
9369,Karl Brown,Standard Class,191.98,2,0.0,51.8346,Consumer,Central,Michigan,Phones                                            ,Technology,6,2015-10-21,2015-10-27
9372,Lela Donovan,Standard Class,971.88,3,0.2,109.3365,Consumer,Central,Texas,Phones                                            ,Technology,4,2014-06-26,2014-06-30
9374,Lela Donovan,Standard Class,647.904,6,0.2,56.6916,Corporate,Central,Illinois,Phones                                            ,Technology,6,2014-11-28,2014-12-04
9375,Nicole Brennan,Second Class,404.94,3,0.0,109.3338,Corporate,Central,Iowa,Phones                                            ,Technology,4,2015-11-22,2015-11-26
9376,Tanja Norvell,Standard Class,107.984,1,0.2,9.4486,Consumer,West,Washington,Phones                                            ,Technology,6,2015-07-09,2015-07-15
9377,Harold Dahlen,Standard Class,539.92,5,0.2,47.243,Consumer,West,California,Phones                                            ,Technology,4,2013-11-25,2013-11-29
9378,Emily Grady,First Class,215.968,2,0.2,18.8972,Corporate,West,California,Phones                                            ,Technology,3,2016-02-21,2016-02-24
9379,Emily Grady,First Class,144.95,5,0.0,42.0355,Corporate,South,Virginia,Phones                                            ,Technology,3,2013-02-06,2013-02-09
9380,Sally Matthias,Second Class,173.94,6,0.0,50.4426,Consumer,South,Virginia,Phones                                            ,Technology,5,2014-12-06,2014-12-11
9381,Sally Matthias,Second Class,28.99,1,0.0,8.4071,Corporate,South,Virginia,Phones                                            ,Technology,4,2013-04-05,2013-04-09
9382,Lena Creighton,Standard Class,86.97,3,0.0,25.2213,Corporate,Central,Wisconsin,Phones                                            ,Technology,4,2016-09-22,2016-09-26
9383,Lena Creighton,Standard Class,46.384,2,0.2,5.2182,Consumer,West,California,Phones                                            ,Technology,4,2013-11-02,2013-11-06
9384,Mitch Willingham,Standard Class,156.792,1,0.2,17.6391,Home Office,West,Oregon,Phones                                            ,Technology,4,2016-05-30,2016-06-03
9387,Janet Lee,First Class,470.376,3,0.2,52.9173,Consumer,Central,Texas,Phones                                            ,Technology,1,2016-06-05,2016-06-06
9388,Janet Lee,Standard Class,89.97,3,0.0,25.1916,Consumer,East,Maryland,Phones                                            ,Technology,4,2015-11-15,2015-11-19
9389,Janet Lee,Standard Class,95.968,4,0.2,9.5968,Consumer,South,North Carolina,Phones                                            ,Technology,6,2013-12-01,2013-12-07
9390,Jim Radford,Standard Class,149.95,5,0.0,41.986,Consumer,Central,Nebraska,Phones                                            ,Technology,5,2015-09-14,2015-09-19
9391,Jim Radford,Standard Class,369.544,7,0.2,32.3351,Consumer,West,California,Phones                                            ,Technology,6,2016-09-15,2016-09-21
9392,Ritsa Hightower,Standard Class,211.168,4,0.2,18.4772,Consumer,West,California,Phones                                            ,Technology,7,2015-08-07,2015-08-14
9393,Theone Pippenger,First Class,158.376,4,0.4,-34.3148,Consumer,East,Ohio,Phones                                            ,Technology,2,2016-06-01,2016-06-03
9394,Corey Catlett,Standard Class,105.584,2,0.2,9.2386,Consumer,South,North Carolina,Phones                                            ,Technology,4,2014-12-03,2014-12-07
9395,Corey Catlett,Second Class,105.584,2,0.2,9.2386,Corporate,West,Arizona,Phones                                            ,Technology,4,2014-10-26,2014-10-30
9396,Corey Catlett,Second Class,52.792,1,0.2,4.6193,Corporate,West,California,Phones                                            ,Technology,2,2016-10-17,2016-10-19
9397,Frank Merwin,Standard Class,131.98,2,0.0,35.6346,Consumer,Central,Michigan,Phones                                            ,Technology,6,2016-12-01,2016-12-07
9398,Ed Jacobs,First Class,158.376,3,0.2,13.8579,Home Office,South,Florida,Phones                                            ,Technology,1,2016-09-08,2016-09-09
9399,Ed Jacobs,Standard Class,158.376,3,0.2,13.8579,Corporate,Central,Texas,Phones                                            ,Technology,5,2014-05-02,2014-05-07
9400,Carlos Soltero,Second Class,263.96,4,0.0,71.2692,Consumer,Central,Indiana,Phones                                            ,Technology,5,2014-10-12,2014-10-17
9401,Carlos Soltero,Second Class,52.792,1,0.2,4.6193,Corporate,West,Washington,Phones                                            ,Technology,5,2013-11-02,2013-11-07
9402,Carol Darley,Second Class,158.376,3,0.2,13.8579,Consumer,Central,Illinois,Phones                                            ,Technology,4,2014-12-19,2014-12-23
9403,Stefanie Holloman,Standard Class,131.98,2,0.0,35.6346,Home Office,Central,Michigan,Phones                                            ,Technology,4,2014-08-29,2014-09-02
9404,Noel Staavos,Standard Class,263.96,5,0.2,23.0965,Corporate,West,Arizona,Phones                                            ,Technology,4,2014-09-26,2014-09-30
9405,Noel Staavos,Second Class,197.97,3,0.0,53.4519,Corporate,East,New York,Phones                                            ,Technology,3,2015-12-25,2015-12-28
9406,Noel Staavos,Standard Class,358.2,3,0.4,41.79,Consumer,East,Pennsylvania,Phones                                            ,Technology,7,2016-06-26,2016-07-03
9409,Shahid Shariari,Standard Class,477.6,3,0.2,161.19,Home Office,West,California,Phones                                            ,Technology,5,2015-06-07,2015-06-12
9410,Shahid Shariari,First Class,318.4,2,0.2,107.46,Corporate,West,Arizona,Phones                                            ,Technology,3,2013-10-02,2013-10-05
9414,Grant Thornton,First Class,239.97,3,0.0,2.3997,Consumer,East,New York,Phones                                            ,Technology,2,2014-05-30,2014-06-01
9416,Carl Ludwig,Standard Class,179.94,2,0.4,-44.985,Corporate,East,Ohio,Phones                                            ,Technology,4,2013-12-05,2013-12-09
9417,Carl Ludwig,Second Class,299.9,2,0.0,74.975,Home Office,Central,Michigan,Phones                                            ,Technology,2,2014-10-30,2014-11-01
9418,Don Miller,Second Class,119.96,1,0.2,7.4975,Corporate,West,California,Phones                                            ,Technology,4,2016-06-15,2016-06-19
9419,Linda Southworth,Standard Class,299.9,2,0.0,74.975,Consumer,East,New York,Phones                                            ,Technology,4,2016-03-13,2016-03-17
9420,Linda Southworth,First Class,359.88,3,0.2,22.4925,Corporate,Central,Texas,Phones                                            ,Technology,3,2014-03-09,2014-03-12
9422,Dave Poirier,Second Class,429.6,2,0.4,-93.08,Consumer,East,Pennsylvania,Phones                                            ,Technology,5,2016-01-20,2016-01-25
9423,Dave Poirier,Standard Class,286.4,1,0.2,25.06,Home Office,Central,Illinois,Phones                                            ,Technology,5,2015-05-29,2015-06-03
9426,Rick Wilson,Standard Class,1145.6,4,0.2,100.24,Corporate,West,California,Phones                                            ,Technology,4,2016-07-28,2016-08-01
9427,Aleksandra Gannaway,First Class,572.8,2,0.2,50.12,Consumer,West,Oregon,Phones                                            ,Technology,3,2014-10-01,2014-10-04
9428,Aleksandra Gannaway,Standard Class,859.2,3,0.2,75.18,Corporate,West,California,Phones                                            ,Technology,5,2016-09-24,2016-09-29
9429,Aleksandra Gannaway,Standard Class,859.2,3,0.2,75.18,Corporate,West,Oregon,Phones                                            ,Technology,4,2015-09-30,2015-10-04
9430,Sean Christensen,Standard Class,1432.0,5,0.2,125.3,Consumer,West,California,Phones                                            ,Technology,5,2013-05-10,2013-05-15
9431,John Lucas,Standard Class,71.984,2,0.2,25.1944,Corporate,South,North Carolina,Phones                                            ,Technology,6,2016-06-04,2016-06-10
9432,Nona Balk,First Class,251.944,7,0.2,88.1804,Home Office,Central,Texas,Phones                                            ,Technology,2,2013-03-30,2013-04-01
9433,Art Ferguson,Standard Class,89.98,2,0.0,43.1904,Home Office,Central,Indiana,Phones                                            ,Technology,5,2016-11-26,2016-12-01
9434,Ed Ludwig,Standard Class,134.97,3,0.0,64.7856,Corporate,Central,Wisconsin,Phones                                            ,Technology,4,2014-02-15,2014-02-19
9435,Ed Ludwig,Standard Class,89.98,2,0.0,43.1904,Consumer,East,Delaware,Phones                                            ,Technology,6,2014-11-13,2014-11-19
9436,Annie Cyprus,Standard Class,107.976,3,0.2,37.7916,Consumer,South,Florida,Phones                                            ,Technology,6,2014-06-21,2014-06-27
9440,Lisa Hazard,Second Class,97.968,2,0.2,6.123,Corporate,Central,Texas,Phones                                            ,Technology,4,2014-04-18,2014-04-22
9441,Hallie Redmond,Same Day,146.952,3,0.2,9.1845,Home Office,West,Colorado,Phones                                            ,Technology,1,2015-09-13,2015-09-14
9442,Roger Barcio,Standard Class,36.738,1,0.4,-9.1845,Corporate,East,Ohio,Phones                                            ,Technology,4,2013-12-05,2013-12-09
9443,Carlos Soltero,Standard Class,444.768,4,0.2,44.4768,Consumer,West,California,Phones                                            ,Technology,5,2016-12-09,2016-12-14
9444,Joni Blumstein,Standard Class,222.384,2,0.2,22.2384,Corporate,West,California,Phones                                            ,Technology,7,2015-05-23,2015-05-30
9445,Deanra Eno,Second Class,333.576,3,0.2,33.3576,Corporate,West,California,Phones                                            ,Technology,2,2015-08-03,2015-08-05
9446,Trudy Schmidt,Second Class,167.976,3,0.2,10.4985,Corporate,West,California,Phones                                            ,Technology,3,2016-02-19,2016-02-22
9447,Trudy Schmidt,Standard Class,55.992,1,0.2,3.4995,Consumer,West,Arizona,Phones                                            ,Technology,4,2015-07-19,2015-07-23
9448,Becky Pak,First Class,279.96,5,0.2,17.4975,Home Office,West,California,Phones                                            ,Technology,3,2016-06-10,2016-06-13
9449,Becky Pak,First Class,83.988,2,0.4,-20.997,Consumer,East,Pennsylvania,Phones                                            ,Technology,3,2016-12-08,2016-12-11
9450,Aaron Smayling,Standard Class,111.984,2,0.2,6.999,Consumer,South,Tennessee,Phones                                            ,Technology,4,2016-01-15,2016-01-19
9451,Susan Vittorini,Second Class,467.04,4,0.2,58.38,Corporate,South,Tennessee,Phones                                            ,Technology,3,2014-05-25,2014-05-28
9452,Tom Stivers,Standard Class,116.76,1,0.2,14.595,Consumer,South,Florida,Phones                                            ,Technology,6,2015-11-28,2015-12-04
9453,Ken Brennan,First Class,583.8,5,0.2,72.975,Corporate,West,California,Phones                                            ,Technology,2,2013-12-19,2013-12-21
9455,Alex Avila,Standard Class,437.85,3,0.0,131.355,Corporate,East,Maine,Phones                                            ,Technology,5,2015-09-18,2015-09-23
9456,Alex Avila,Standard Class,437.85,3,0.0,131.355,Consumer,East,New York,Phones                                            ,Technology,4,2015-09-15,2015-09-19
9457,Roy Phan,Second Class,213.48,3,0.2,16.011,Consumer,West,California,Phones                                            ,Technology,5,2013-08-27,2013-09-01
9458,Sung Pak,First Class,455.712,2,0.2,34.1784,Consumer,West,Washington,Phones                                            ,Technology,3,2016-09-07,2016-09-10
9459,Kean Thornton,Standard Class,911.424,4,0.2,68.3568,Consumer,West,California,Phones                                            ,Technology,5,2013-06-09,2013-06-14
9460,Kean Thornton,Second Class,284.82,1,0.0,74.0532,Consumer,South,Virginia,Phones                                            ,Technology,2,2013-06-21,2013-06-23
9461,Jeremy Ellison,First Class,569.64,2,0.0,148.1064,Consumer,South,Virginia,Phones                                            ,Technology,2,2014-04-16,2014-04-18
9462,Joe Kamberova,First Class,125.944,7,0.2,15.743,Consumer,West,Colorado,Phones                                            ,Technology,3,2014-06-20,2014-06-23
9463,Joe Kamberova,First Class,35.984,2,0.2,4.498,Home Office,West,California,Phones                                            ,Technology,2,2015-07-20,2015-07-22
9464,Mitch Willingham,Standard Class,13.494,1,0.4,-2.249,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2013-07-14,2013-07-18
9465,Benjamin Venier,Standard Class,377.97,3,0.0,109.6113,Consumer,East,New York,Phones                                            ,Technology,6,2013-09-07,2013-09-13
9466,Brian Moss,First Class,211.168,4,0.2,15.8376,Corporate,West,California,Phones                                            ,Technology,2,2013-12-19,2013-12-21
9467,Brian Moss,Standard Class,105.584,2,0.2,7.9188,Home Office,West,Washington,Phones                                            ,Technology,4,2015-09-18,2015-09-22
9468,Alejandro Grove,Second Class,65.99,1,0.0,17.1574,Consumer,South,Kentucky,Phones                                            ,Technology,5,2016-06-16,2016-06-21
9469,Sam Zeldin,Standard Class,369.544,7,0.2,27.7158,Home Office,Central,Texas,Phones                                            ,Technology,4,2016-10-12,2016-10-16
9470,Katherine Murray,Standard Class,601.536,8,0.2,60.1536,Consumer,West,California,Phones                                            ,Technology,6,2013-11-10,2013-11-16
9471,Katherine Murray,Standard Class,187.98,2,0.0,52.6344,Home Office,South,Virginia,Phones                                            ,Technology,5,2013-01-26,2013-01-31
9472,Paul Knutson,Standard Class,469.95,5,0.0,131.586,Consumer,South,Kentucky,Phones                                            ,Technology,7,2014-04-21,2014-04-28
9473,Barry Franz,Standard Class,281.97,3,0.0,78.9516,Consumer,East,New Jersey,Phones                                            ,Technology,7,2016-12-21,2016-12-28
9474,Barry Franz,Standard Class,281.97,3,0.0,78.9516,Consumer,Central,Minnesota,Phones                                            ,Technology,5,2013-11-19,2013-11-24
9476,Alan Hwang,Standard Class,225.576,3,0.2,22.5576,Corporate,West,California,Phones                                            ,Technology,4,2014-06-15,2014-06-19
9477,Sam Craven,Second Class,300.768,4,0.2,30.0768,Consumer,West,Colorado,Phones                                            ,Technology,2,2015-12-12,2015-12-14
9478,Sam Craven,First Class,150.384,2,0.2,15.0384,Consumer,Central,Texas,Phones                                            ,Technology,3,2014-10-23,2014-10-26
9480,Deanra Eno,Standard Class,118.782,3,0.4,-27.7158,Corporate,East,Ohio,Phones                                            ,Technology,5,2014-04-16,2014-04-21
9481,James Galang,Standard Class,65.99,1,0.0,17.1574,Corporate,East,New York,Phones                                            ,Technology,6,2016-10-02,2016-10-08
9482,James Galang,Second Class,263.96,5,0.2,19.797,Corporate,West,Oregon,Phones                                            ,Technology,2,2013-06-25,2013-06-27
9483,Rob Lucas,Standard Class,395.94,6,0.0,102.9444,Corporate,East,New Jersey,Phones                                            ,Technology,4,2016-09-15,2016-09-19
9485,Todd Boyes,Standard Class,209.97,3,0.0,58.7916,Consumer,East,New York,Phones                                            ,Technology,6,2014-09-17,2014-09-23
9486,Katrina Willman,Standard Class,209.97,3,0.0,58.7916,Consumer,Central,Michigan,Phones                                            ,Technology,7,2015-08-27,2015-09-03
9487,Katrina Willman,Standard Class,111.984,2,0.2,11.1984,Consumer,West,Arizona,Phones                                            ,Technology,5,2014-12-24,2014-12-29
9488,Nora Paige,Standard Class,55.992,1,0.2,5.5992,Consumer,Central,Texas,Phones                                            ,Technology,4,2016-09-16,2016-09-20
9489,Andy Reiter,Second Class,251.964,6,0.4,-50.3928,Corporate,East,Pennsylvania,Phones                                            ,Technology,4,2013-12-30,2014-01-03
9490,Brian Moss,Standard Class,11.12,2,0.2,3.475,Consumer,Central,Illinois,Phones                                            ,Technology,5,2016-05-15,2016-05-20
9491,Brian Moss,Standard Class,5.56,1,0.2,1.7375,Consumer,West,California,Phones                                            ,Technology,4,2016-09-04,2016-09-08
9492,Brian Moss,First Class,34.75,5,0.0,15.6375,Corporate,South,Georgia,Phones                                            ,Technology,1,2016-05-18,2016-05-19
9493,Jonathan Doherty,Standard Class,16.68,3,0.2,5.2125,Consumer,Central,Texas,Phones                                            ,Technology,7,2016-10-19,2016-10-26
9494,Todd Boyes,First Class,11.12,2,0.2,3.475,Consumer,Central,Illinois,Phones                                            ,Technology,3,2013-09-20,2013-09-23
9496,Hallie Redmond,Standard Class,344.704,2,0.2,38.7792,Corporate,Central,Texas,Phones                                            ,Technology,5,2014-11-02,2014-11-07
9497,Lori Olson,Standard Class,430.88,2,0.0,124.9552,Corporate,East,New York,Phones                                            ,Technology,6,2016-11-10,2016-11-16
9498,Vivian Mathis,First Class,344.704,2,0.2,38.7792,Consumer,West,Oregon,Phones                                            ,Technology,2,2016-05-18,2016-05-20
9499,Kelly Lampkin,Standard Class,258.528,2,0.4,-47.3968,Consumer,East,Pennsylvania,Phones                                            ,Technology,4,2016-09-08,2016-09-12
9501,Jack O'Briant,Standard Class,689.408,4,0.2,77.5584,Home Office,West,California,Phones                                            ,Technology,4,2016-08-31,2016-09-04
9503,Pete Armstrong,Standard Class,107.118,3,0.4,-21.4236,Corporate,East,Ohio,Phones                                            ,Technology,5,2014-01-12,2014-01-17
9504,Pete Armstrong,First Class,119.02,2,0.0,33.3256,Home Office,East,New York,Phones                                            ,Technology,1,2016-04-04,2016-04-05
9505,Pete Armstrong,Second Class,297.55,5,0.0,83.314,Corporate,Central,Wisconsin,Phones                                            ,Technology,3,2015-07-26,2015-07-29
9506,Pete Armstrong,First Class,380.864,8,0.2,38.0864,Corporate,West,Arizona,Phones                                            ,Technology,3,2015-07-15,2015-07-18
9507,Vivian Mathis,First Class,604.768,4,0.2,60.4768,Home Office,West,Washington,Phones                                            ,Technology,3,2016-01-31,2016-02-03
9508,Vivian Mathis,Standard Class,907.152,6,0.2,90.7152,Consumer,West,California,Phones                                            ,Technology,5,2013-06-09,2013-06-14
9509,Vivian Mathis,Second Class,302.384,2,0.2,30.2384,Corporate,West,California,Phones                                            ,Technology,2,2015-08-05,2015-08-07
9510,Sam Zeldin,Standard Class,302.384,2,0.2,30.2384,Corporate,West,California,Phones                                            ,Technology,5,2015-12-27,2016-01-01
9511,Sarah Brown,First Class,79.96,4,0.0,22.3888,Corporate,Central,Nebraska,Phones                                            ,Technology,2,2016-07-05,2016-07-07
9512,Sarah Brown,First Class,47.976,3,0.2,4.7976,Consumer,South,North Carolina,Phones                                            ,Technology,3,2014-12-21,2014-12-24
9513,Sarah Brown,Same Day,79.96,5,0.2,7.996,Consumer,Central,Texas,Phones                                            ,Technology,1,2015-05-31,2015-06-01
9514,Elpida Rittenbach,Standard Class,23.988,2,0.4,-4.7976,Corporate,East,Pennsylvania,Phones                                            ,Technology,4,2015-09-02,2015-09-06
9515,Clay Cheatham,First Class,59.97,5,0.4,-11.994,Corporate,East,Ohio,Phones                                            ,Technology,3,2016-02-03,2016-02-06
9516,Grant Donatelli,Standard Class,47.976,3,0.2,4.7976,Consumer,West,California,Phones                                            ,Technology,4,2016-06-15,2016-06-19
9517,Grant Carroll,Standard Class,156.792,1,0.2,13.7193,Consumer,West,Washington,Phones                                            ,Technology,6,2015-12-07,2015-12-13
9518,Don Miller,Standard Class,59.994,1,0.4,-12.9987,Home Office,East,Pennsylvania,Phones                                            ,Technology,6,2015-07-08,2015-07-14
9519,Don Miller,Standard Class,783.96,5,0.2,68.5965,Consumer,West,California,Phones                                            ,Technology,4,2014-04-17,2014-04-21
9520,Rob Haberlin,Standard Class,587.97,3,0.0,158.7519,Corporate,Central,Indiana,Phones                                            ,Technology,4,2016-05-13,2016-05-17
9522,Maribeth Dona,Second Class,399.96,5,0.2,34.9965,Consumer,West,Utah,Phones                                            ,Technology,5,2013-08-04,2013-08-09
9523,Maribeth Dona,First Class,199.98,2,0.0,53.9946,Corporate,East,New York,Phones                                            ,Technology,3,2014-03-20,2014-03-23
9524,Maribeth Dona,First Class,83.97,3,0.0,23.5116,Corporate,East,Delaware,Phones                                            ,Technology,2,2014-11-27,2014-11-29
9525,Liz Thompson,First Class,67.176,3,0.2,6.7176,Consumer,Central,Texas,Phones                                            ,Technology,1,2015-11-18,2015-11-19
9526,Carol Adams,First Class,44.784,2,0.2,4.4784,Consumer,South,North Carolina,Phones                                            ,Technology,3,2015-08-10,2015-08-13
9527,Eric Barreto,First Class,55.98,2,0.0,15.6744,Corporate,South,Georgia,Phones                                            ,Technology,1,2016-05-18,2016-05-19
9529,Jennifer Braxton,Standard Class,8.78,1,0.0,2.2828,Consumer,Central,Michigan,Phones                                            ,Technology,4,2015-09-02,2015-09-06
9530,Sara Luxemburg,Second Class,35.12,4,0.0,9.1312,Consumer,East,New York,Phones                                            ,Technology,2,2015-04-02,2015-04-04
9531,Sally Hughsby,Standard Class,21.072,3,0.2,1.5804,Corporate,Central,Texas,Phones                                            ,Technology,5,2015-03-08,2015-03-13
9532,Sanjit Jacobs,Standard Class,445.96,5,0.2,55.745,Consumer,West,California,Phones                                            ,Technology,4,2015-02-22,2015-02-26
9533,Sanjit Jacobs,Standard Class,445.96,5,0.2,55.745,Consumer,West,California,Phones                                            ,Technology,7,2013-08-08,2013-08-15
9534,Craig Carroll,Standard Class,178.384,2,0.2,22.298,Corporate,South,Florida,Phones                                            ,Technology,7,2013-08-09,2013-08-16
9535,Vivek Gonzalez,Standard Class,589.9,2,0.0,147.475,Home Office,East,Massachusetts,Phones                                            ,Technology,5,2014-09-21,2014-09-26
9536,Cari Sayre,Second Class,471.92,2,0.2,29.495,Home Office,South,North Carolina,Phones                                            ,Technology,5,2013-03-16,2013-03-21
9537,Adam Hart,Standard Class,707.88,3,0.2,44.2425,Consumer,West,California,Phones                                            ,Technology,4,2016-08-07,2016-08-11
9538,Andrew Allen,Standard Class,471.92,2,0.2,29.495,Consumer,West,Arizona,Phones                                            ,Technology,6,2016-09-19,2016-09-25
9539,Andrew Allen,Second Class,1415.76,6,0.2,88.485,Home Office,Central,Texas,Phones                                            ,Technology,5,2016-09-17,2016-09-22
9540,Rob Haberlin,Standard Class,329.584,2,0.2,37.0782,Corporate,Central,Texas,Phones                                            ,Technology,6,2015-09-07,2015-09-13
9541,Quincy Jones,Standard Class,411.98,2,0.0,119.4742,Corporate,South,Georgia,Phones                                            ,Technology,4,2016-09-18,2016-09-22
9544,Bobby Elias,Second Class,761.544,7,0.2,66.6351,Home Office,West,California,Phones                                            ,Technology,5,2016-11-07,2016-11-12
9545,Maria Zettner,Second Class,217.584,2,0.2,19.0386,Corporate,Central,Texas,Phones                                            ,Technology,2,2013-12-30,2014-01-01
9546,Maria Zettner,Second Class,135.99,1,0.0,36.7173,Consumer,East,New York,Phones                                            ,Technology,2,2014-07-18,2014-07-20
9547,Maria Zettner,Standard Class,217.584,2,0.2,19.0386,Consumer,West,California,Phones                                            ,Technology,5,2014-06-23,2014-06-28
9548,Rob Haberlin,Standard Class,135.99,1,0.0,36.7173,Corporate,East,New York,Phones                                            ,Technology,6,2013-08-05,2013-08-11
9549,Alan Barnes,Second Class,271.992,1,0.2,23.7993,Consumer,West,Arizona,Phones                                            ,Technology,2,2015-11-28,2015-11-30
9550,Alan Barnes,First Class,1359.96,5,0.2,118.9965,Corporate,South,North Carolina,Phones                                            ,Technology,1,2016-11-04,2016-11-05
9551,Roland Fjeld,First Class,249.584,2,0.2,31.198,Corporate,South,Florida,Phones                                            ,Technology,1,2014-06-11,2014-06-12
9552,Harold Ryan,Standard Class,124.792,1,0.2,15.599,Corporate,Central,Texas,Phones                                            ,Technology,5,2016-07-29,2016-08-03
9553,Harold Ryan,Second Class,311.98,2,0.0,93.594,Home Office,East,Massachusetts,Phones                                            ,Technology,3,2014-10-01,2014-10-04
9554,Cindy Chapman,Standard Class,467.97,3,0.0,140.391,Consumer,South,Virginia,Phones                                            ,Technology,6,2014-06-18,2014-06-24
9555,Cindy Chapman,First Class,280.782,3,0.4,-46.797,Home Office,East,Pennsylvania,Phones                                            ,Technology,2,2015-09-04,2015-09-06
9557,Brenda Bowman,Standard Class,249.584,2,0.2,31.198,Consumer,South,North Carolina,Phones                                            ,Technology,4,2015-12-09,2015-12-13
9558,Brenda Bowman,Standard Class,249.584,2,0.2,31.198,Home Office,West,California,Phones                                            ,Technology,4,2015-12-07,2015-12-11
9559,John Dryer,First Class,374.376,3,0.2,46.797,Consumer,West,California,Phones                                            ,Technology,3,2016-12-07,2016-12-10
9560,John Dryer,Standard Class,113.73,3,0.0,32.9817,Consumer,South,South Carolina,Phones                                            ,Technology,5,2014-09-21,2014-09-26
9561,Art Miller,Standard Class,242.624,8,0.2,27.2952,Consumer,West,Washington,Phones                                            ,Technology,7,2016-08-12,2016-08-19
9562,Art Miller,Standard Class,113.73,3,0.0,32.9817,Consumer,South,Mississippi,Phones                                            ,Technology,5,2013-05-31,2013-06-05
9563,Art Miller,Second Class,37.91,1,0.0,10.9939,Corporate,East,New York,Phones                                            ,Technology,5,2016-08-18,2016-08-23
9564,Christine Kargatis,Standard Class,227.46,6,0.0,65.9634,Corporate,East,New York,Phones                                            ,Technology,6,2016-02-07,2016-02-13
9565,Eileen Kiefer,Standard Class,68.238,3,0.4,-12.5103,Home Office,East,Pennsylvania,Phones                                            ,Technology,4,2015-03-07,2015-03-11
9567,Patrick Ryan,Standard Class,361.376,2,0.2,27.1032,Corporate,South,Florida,Phones                                            ,Technology,5,2016-11-03,2016-11-08
9569,Nathan Cano,Second Class,135.516,1,0.4,-31.6204,Consumer,East,Pennsylvania,Phones                                            ,Technology,5,2013-09-09,2013-09-14
9571,Troy Blackwell,Standard Class,361.376,2,0.2,27.1032,Corporate,West,California,Phones                                            ,Technology,4,2015-11-16,2015-11-20
9572,Troy Blackwell,Second Class,155.37,1,0.4,-36.253,Consumer,East,Ohio,Phones                                            ,Technology,2,2014-01-27,2014-01-29
9574,Bill Shonely,Second Class,517.9,2,0.0,134.654,Home Office,Central,Michigan,Phones                                            ,Technology,5,2015-04-10,2015-04-15
9577,Thais Sissman,Standard Class,302.376,3,0.2,22.6782,Consumer,West,California,Phones                                            ,Technology,4,2016-12-29,2017-01-02
9578,Thais Sissman,Standard Class,302.376,3,0.2,22.6782,Consumer,West,California,Phones                                            ,Technology,5,2016-01-01,2016-01-06
